Lot_ID,Part_ID,Value_0h_uA,Value_24h_uA,Value_96h_uA,Value_168h_uA,Lot_Mean_uA,Lot_Sigma_uA,Dynamic_Z_0h,Dynamic_Z_24h,Dynamic_Z_96h,Dynamic_Z_168h,Slope_0_24_uA_per_h,Slope_24_168_uA_per_h,Static_Limit_Fail,Latent_Defect_Label
LOT-021,LOT021-P039,9.1931,9.495,9.745,9.833,9.85,0.55,-1.1944,-0.6455,-0.1909,-0.0309,0.012579,0.002347,0,0
LOT-021,LOT021-P040,10.1586,10.4481,10.808,10.9068,9.85,0.55,0.5611,1.0875,1.7418,1.9215,0.012063,0.003185,0,0
LOT-021,LOT021-P041,9.1706,9.2969,9.4872,9.775,9.85,0.55,-1.2353,-1.0056,-0.6596,-0.1364,0.005263,0.00332,0,0
LOT-021,LOT021-P042,10.3077,10.4439,10.5365,10.7038,9.85,0.55,0.8322,1.0798,1.2482,1.5524,0.005675,0.001805,0,0
LOT-021,LOT021-P043,10.5257,10.6851,10.9155,11.14,9.85,0.55,1.2285,1.5184,1.9373,2.3455,0.006642,0.003159,0,0
LOT-021,LOT021-P044,8.7215,8.9938,9.2158,9.3224,9.85,0.55,-2.0518,-1.5567,-1.1531,-0.9593,0.011346,0.002282,0,0
LOT-021,LOT021-P045,10.8213,11.0045,11.1497,11.2416,9.85,0.55,1.766,2.0991,2.3631,2.5302,0.007633,0.001647,0,0
LOT-021,LOT021-P046,9.5345,9.7476,9.9817,10.1623,9.85,0.55,-0.5736,-0.1862,0.2395,0.5678,0.008879,0.00288,0,0
LOT-021,LOT021-P047,9.4207,9.5898,9.8335,10.0348,9.85,0.55,-0.7805,-0.4731,-0.03,0.336,0.007046,0.00309,0,0
LOT-021,LOT021-P048,9.1892,9.3441,9.6776,9.8601,9.85,0.55,-1.2015,-0.9198,-0.3135,0.0184,0.006454,0.003583,0,0
LOT-021,LOT021-P049,10.1057,10.3635,10.6708,10.896,9.85,0.55,0.4649,0.9336,1.4924,1.9018,0.010742,0.003698,0,0
LOT-021,LOT021-P050,10.1009,11.8308,17.1258,25.0007,9.85,0.55,0.4562,3.6015,13.2287,27.5467,0.072079,0.091458,0,1
LOT-021,LOT021-P051,10.3086,10.4608,10.6089,10.8257,9.85,0.55,0.8338,1.1105,1.3798,1.774,0.006342,0.002534,0,0
LOT-021,LOT021-P052,9.2452,9.4507,9.7774,9.8576,9.85,0.55,-1.0996,-0.726,-0.132,0.0138,0.008562,0.002826,0,0
LOT-021,LOT021-P053,9.3572,9.521,9.7678,9.9537,9.85,0.55,-0.896,-0.5982,-0.1495,0.1885,0.006825,0.003005,0,0
LOT-021,LOT021-P054,10.2163,10.4691,10.6543,11.0001,9.85,0.55,0.666,1.1256,1.4624,2.0911,0.010533,0.003688,0,0
LOT-021,LOT021-P055,10.0518,10.2841,10.5219,10.8033,9.85,0.55,0.3669,0.7893,1.2216,1.7333,0.009679,0.003606,0,0
LOT-021,LOT021-P056,9.7375,9.9098,10.1724,10.3826,9.85,0.55,-0.2045,0.1087,0.5862,0.9684,0.007179,0.003283,0,0
LOT-021,LOT021-P057,9.0594,9.1719,9.3732,9.5606,9.85,0.55,-1.4375,-1.2329,-0.8669,-0.5262,0.004688,0.002699,0,0
LOT-021,LOT021-P058,8.715,8.8142,9.2502,9.5596,9.85,0.55,-2.0636,-1.8833,-1.0905,-0.528,0.004133,0.005176,0,0
LOT-021,LOT021-P059,9.6664,9.9512,10.1478,10.415,9.85,0.55,-0.3338,0.184,0.5415,1.0273,0.011867,0.003221,0,0
LOT-021,LOT021-P060,9.8249,9.9909,10.0557,10.1813,9.85,0.55,-0.0456,0.2562,0.374,0.6024,0.006917,0.001322,0,0
LOT-021,LOT021-P061,8.8459,8.9651,9.0983,9.3309,9.85,0.55,-1.8256,-1.6089,-1.3667,-0.9438,0.004967,0.00254,0,0
LOT-021,LOT021-P062,10.2473,10.3944,10.5044,10.69,9.85,0.55,0.7224,0.9898,1.1898,1.5273,0.006129,0.002053,0,0
LOT-021,LOT021-P063,9.8681,10.1236,10.3031,10.4148,9.85,0.55,0.0329,0.4975,0.8238,1.0269,0.010646,0.002022,0,0
LOT-021,LOT021-P064,9.8753,10.0615,10.3185,10.6113,9.85,0.55,0.046,0.3845,0.8518,1.3842,0.007758,0.003818,0,0
LOT-021,LOT021-P065,11.0736,11.3181,11.559,11.6696,9.85,0.55,2.2247,2.6693,3.1073,3.3084,0.010187,0.002441,0,0
LOT-021,LOT021-P066,9.92,10.1322,10.3426,10.5514,9.85,0.55,0.1273,0.5131,0.8956,1.2753,0.008842,0.002911,0,0
LOT-021,LOT021-P067,9.438,9.5498,9.8241,10.0576,9.85,0.55,-0.7491,-0.5458,-0.0471,0.3775,0.004658,0.003526,0,0
LOT-021,LOT021-P068,10.7794,11.0495,11.2426,11.3227,9.85,0.55,1.6898,2.1809,2.532,2.6776,0.011254,0.001897,0,0
LOT-021,LOT021-P069,8.9535,9.0954,9.4929,9.6824,9.85,0.55,-1.63,-1.372,-0.6493,-0.3047,0.005912,0.004076,0,0
LOT-021,LOT021-P070,10.8549,11.0731,11.3731,11.5128,9.85,0.55,1.8271,2.2238,2.7693,3.0233,0.009092,0.003053,0,0
LOT-021,LOT021-P071,10.6335,10.8065,11.0976,11.3069,9.85,0.55,1.4245,1.7391,2.2684,2.6489,0.007208,0.003475,0,0
LOT-021,LOT021-P072,10.3086,10.5309,10.6885,10.8725,9.85,0.55,0.8338,1.238,1.5245,1.8591,0.009263,0.002372,0,0
LOT-021,LOT021-P073,10.0845,10.2727,10.5029,10.8286,9.85,0.55,0.4264,0.7685,1.1871,1.7793,0.007842,0.00386,0,0
LOT-021,LOT021-P074,9.1958,9.3282,9.4488,9.5035,9.85,0.55,-1.1895,-0.9487,-0.7295,-0.63,0.005517,0.001217,0,0
LOT-021,LOT021-P075,9.2119,9.3045,9.6131,9.7577,9.85,0.55,-1.1602,-0.9918,-0.4307,-0.1678,0.003858,0.003147,0,0
LOT-021,LOT021-P076,10.1493,10.3381,10.6611,10.8681,9.85,0.55,0.5442,0.8875,1.4747,1.8511,0.007867,0.003681,0,0
LOT-021,LOT021-P077,9.4109,9.7334,10.0275,10.1527,9.85,0.55,-0.7984,-0.212,0.3227,0.5504,0.013437,0.002912,0,0
LOT-021,LOT021-P078,10.1824,10.4047,10.6338,10.8672,9.85,0.55,0.6044,1.0085,1.4251,1.8495,0.009263,0.003212,0,0
LOT-021,LOT021-P079,9.3727,9.6313,9.9107,10.1219,9.85,0.55,-0.8678,-0.3976,0.1104,0.4944,0.010775,0.003407,0,0
LOT-021,LOT021-P080,10.1783,11.7673,17.0692,25.6823,9.85,0.55,0.5969,3.486,13.1258,28.786,0.066208,0.096632,0,1
LOT-021,LOT021-P081,46.108,58.2556,82.3116,115.443,9.85,0.55,65.9236,88.0102,131.7484,191.9873,0.50615,0.397135,1,1
LOT-021,LOT021-P082,10.421,10.5719,10.8516,11.0119,9.85,0.55,1.0382,1.3125,1.8211,2.1125,0.006288,0.003056,0,0
LOT-021,LOT021-P083,9.0364,9.2065,9.39,9.6146,9.85,0.55,-1.4793,-1.17,-0.8364,-0.428,0.007087,0.002834,0,0
LOT-021,LOT021-P084,10.3241,10.5499,10.7922,11.0287,9.85,0.55,0.862,1.2725,1.7131,2.1431,0.009408,0.003325,0,0
LOT-021,LOT021-P085,10.6641,10.8855,11.2386,11.3085,9.85,0.55,1.4802,1.8827,2.5247,2.6518,0.009225,0.002938,0,0
LOT-021,LOT021-P086,9.5021,10.8306,15.5183,21.582,9.85,0.55,-0.6325,1.7829,10.306,21.3309,0.055354,0.074663,0,1
LOT-021,LOT021-P087,10.2828,10.4982,10.8121,11.0478,9.85,0.55,0.7869,1.1785,1.7493,2.1778,0.008975,0.003817,0,0
LOT-021,LOT021-P088,9.9136,10.1354,10.297,10.5036,9.85,0.55,0.1156,0.5189,0.8127,1.1884,0.009242,0.002557,0,0
LOT-021,LOT021-P089,9.3096,9.5642,9.923,10.0668,9.85,0.55,-0.9825,-0.5196,0.1327,0.3942,0.010608,0.00349,0,0
LOT-021,LOT021-P090,10.352,10.5665,10.9634,11.1896,9.85,0.55,0.9127,1.3027,2.0244,2.4356,0.008937,0.004327,0,0
LOT-021,LOT021-P091,9.904,11.6353,15.2673,22.7086,9.85,0.55,0.0982,3.246,9.8496,23.3793,0.072138,0.076898,0,1
LOT-021,LOT021-P092,10.0105,10.1962,10.487,10.7021,9.85,0.55,0.2918,0.6295,1.1582,1.5493,0.007737,0.003513,0,0
LOT-021,LOT021-P093,9.2912,9.5377,9.8365,9.93,9.85,0.55,-1.016,-0.5678,-0.0245,0.1455,0.010271,0.002724,0,0
LOT-021,LOT021-P094,9.045,9.1344,9.3122,9.3562,9.85,0.55,-1.4636,-1.3011,-0.9778,-0.8978,0.003725,0.00154,0,0
LOT-021,LOT021-P095,9.8328,9.9736,10.3058,10.5167,9.85,0.55,-0.0313,0.2247,0.8287,1.2122,0.005867,0.003772,0,0
LOT-021,LOT021-P096,10.7308,10.9306,11.2556,11.42,9.85,0.55,1.6015,1.9647,2.5556,2.8545,0.008325,0.003399,0,0
LOT-021,LOT021-P097,10.8773,11.0125,11.2349,11.46,9.85,0.55,1.8678,2.1136,2.518,2.9273,0.005633,0.003108,0,0
LOT-021,LOT021-P098,10.4679,10.6214,10.9524,11.1273,9.85,0.55,1.1235,1.4025,2.0044,2.3224,0.006396,0.003513,0,0
LOT-021,LOT021-P099,10.3236,10.5795,10.8263,10.9822,9.85,0.55,0.8611,1.3264,1.7751,2.0585,0.010662,0.002797,0,0
LOT-021,LOT021-P100,9.1552,9.3205,9.5326,9.8524,9.85,0.55,-1.2633,-0.9627,-0.5771,0.0044,0.006887,0.003694,0,0
LOT-022,LOT022-P001,11.4407,11.6364,11.8516,12.1004,10.45,0.68,1.4569,1.7447,2.0612,2.4271,0.008154,0.003222,0,0
LOT-022,LOT022-P002,9.7837,9.944,10.2986,10.63,10.45,0.68,-0.9799,-0.7441,-0.2226,0.2647,0.006679,0.004764,0,0
LOT-022,LOT022-P003,9.73,9.975,10.2275,10.404,10.45,0.68,-1.0588,-0.6985,-0.3272,-0.0676,0.010208,0.002979,0,0
LOT-022,LOT022-P004,45.6094,59.4304,83.4091,111.0511,10.45,0.68,51.705,72.03,107.2928,147.9428,0.575875,0.358477,1,1
LOT-022,LOT022-P005,10.2554,10.3633,10.5524,10.7416,10.45,0.68,-0.2862,-0.1275,0.1506,0.4288,0.004496,0.002627,0,0
LOT-022,LOT022-P006,11.3579,11.624,11.8151,12.1461,10.45,0.68,1.3351,1.7265,2.0075,2.4943,0.011087,0.003626,0,0
LOT-022,LOT022-P007,9.5692,9.7985,10.0193,10.3594,10.45,0.68,-1.2953,-0.9581,-0.6334,-0.1332,0.009554,0.003895,0,0
LOT-022,LOT022-P008,10.5656,10.7201,10.8793,11.1645,10.45,0.68,0.17,0.3972,0.6313,1.0507,0.006438,0.003086,0,0
LOT-022,LOT022-P009,9.3101,9.4425,9.7212,9.8596,10.45,0.68,-1.6763,-1.4816,-1.0718,-0.8682,0.005517,0.002897,0,0
LOT-022,LOT022-P010,10.6392,10.8399,11.2712,11.615,10.45,0.68,0.2782,0.5734,1.2076,1.7132,0.008362,0.005383,0,0
LOT-022,LOT022-P011,9.64,9.8715,10.1129,10.3052,10.45,0.68,-1.1912,-0.8507,-0.4957,-0.2129,0.009646,0.003012,0,0
LOT-022,LOT022-P012,9.1087,9.2734,9.4391,9.5052,10.45,0.68,-1.9725,-1.7303,-1.4866,-1.3894,0.006862,0.00161,0,0
LOT-022,LOT022-P013,9.9895,10.1606,10.2723,10.4932,10.45,0.68,-0.6772,-0.4256,-0.2613,0.0635,0.007129,0.00231,0,0
LOT-022,LOT022-P014,9.965,10.1655,10.3452,10.5312,10.45,0.68,-0.7132,-0.4184,-0.1541,0.1194,0.008354,0.00254,0,0
LOT-022,LOT022-P015,10.3117,10.5114,10.7156,10.7318,10.45,0.68,-0.2034,0.0903,0.3906,0.4144,0.008321,0.001531,0,0
LOT-022,LOT022-P016,10.2361,10.4529,10.5357,10.8431,10.45,0.68,-0.3146,0.0043,0.126,0.5781,0.009033,0.00271,0,0
LOT-022,LOT022-P017,10.5407,10.765,10.8598,10.8994,10.45,0.68,0.1334,0.4632,0.6026,0.6609,0.009346,0.000933,0,0
LOT-022,LOT022-P018,9.0217,10.4586,14.9597,23.0641,10.45,0.68,-2.1004,0.0126,6.6319,18.5501,0.059871,0.087538,0,1
LOT-022,LOT022-P019,10.3177,10.5947,10.6615,10.8958,10.45,0.68,-0.1946,0.2128,0.311,0.6556,0.011542,0.002091,0,0
LOT-022,LOT022-P020,10.6881,10.9048,11.0917,11.2063,10.45,0.68,0.3501,0.6688,0.9437,1.1122,0.009029,0.002094,0,0
LOT-022,LOT022-P021,10.9787,11.2292,11.4842,11.8709,10.45,0.68,0.7775,1.1459,1.5209,2.0896,0.010438,0.004456,0,0
LOT-022,LOT022-P022,9.9444,10.1399,10.4765,10.6408,10.45,0.68,-0.7435,-0.456,0.039,0.2806,0.008146,0.003478,0,0
LOT-022,LOT022-P023,10.3463,10.5541,10.7353,10.9282,10.45,0.68,-0.1525,0.1531,0.4196,0.7032,0.008658,0.002598,0,0
LOT-022,LOT022-P024,10.6072,10.7834,10.9935,11.2519,10.45,0.68,0.2312,0.4903,0.7993,1.1793,0.007342,0.003253,0,0
LOT-022,LOT022-P025,10.8321,11.1756,11.5414,11.7587,10.45,0.68,0.5619,1.0671,1.605,1.9246,0.014312,0.004049,0,0
LOT-022,LOT022-P026,10.1552,10.3458,10.509,10.7174,10.45,0.68,-0.4335,-0.1532,0.0868,0.3932,0.007942,0.002581,0,0
LOT-022,LOT022-P027,9.9,9.9627,10.1103,10.3945,10.45,0.68,-0.8088,-0.7166,-0.4996,-0.0816,0.002612,0.002999,0,0
LOT-022,LOT022-P028,10.8578,11.0753,11.3939,11.4253,10.45,0.68,0.5997,0.9196,1.3881,1.4343,0.009063,0.002431,0,0
LOT-022,LOT022-P029,10.8134,11.067,11.3896,11.6056,10.45,0.68,0.5344,0.9074,1.3818,1.6994,0.010567,0.00374,0,0
LOT-022,LOT022-P030,10.1893,10.3523,10.7188,10.9011,10.45,0.68,-0.3834,-0.1437,0.3953,0.6634,0.006792,0.003811,0,0
LOT-022,LOT022-P031,10.7211,10.9839,11.3425,11.5662,10.45,0.68,0.3987,0.7851,1.3125,1.6415,0.01095,0.004044,0,0
LOT-022,LOT022-P032,11.6681,11.8836,12.0417,12.3729,10.45,0.68,1.7913,2.1082,2.3407,2.8278,0.008979,0.003398,0,0
LOT-022,LOT022-P033,11.2749,11.6272,12.0666,12.1453,10.45,0.68,1.2131,1.7312,2.3774,2.4931,0.014679,0.003598,0,0
LOT-022,LOT022-P034,11.1595,11.4156,11.7265,12.0006,10.45,0.68,1.0434,1.42,1.8772,2.2803,0.010671,0.004063,0,0
LOT-022,LOT022-P035,11.2292,11.3603,11.6122,11.8666,10.45,0.68,1.1459,1.3387,1.7091,2.0832,0.005462,0.003516,0,0
LOT-022,LOT022-P036,10.2508,10.4021,10.6501,10.9157,10.45,0.68,-0.2929,-0.0704,0.2943,0.6849,0.006304,0.003567,0,0
LOT-022,LOT022-P037,10.2644,10.3816,10.5977,10.8111,10.45,0.68,-0.2729,-0.1006,0.2172,0.531,0.004883,0.002983,0,0
LOT-022,LOT022-P038,12.0165,12.2545,12.463,12.7118,10.45,0.68,2.3037,2.6537,2.9603,3.3262,0.009917,0.003176,0,0
LOT-022,LOT022-P039,9.0074,9.2291,9.5553,9.789,10.45,0.68,-2.1215,-1.7954,-1.3157,-0.9721,0.009238,0.003888,0,0
LOT-022,LOT022-P040,10.3685,10.6828,10.9882,11.1638,10.45,0.68,-0.1199,0.3424,0.7915,1.0497,0.013096,0.00334,0,0
LOT-022,LOT022-P041,9.8679,11.6957,17.4254,24.0281,10.45,0.68,-0.856,1.8319,10.2579,19.9678,0.076158,0.085642,0,1
LOT-022,LOT022-P042,8.7379,8.9096,9.1336,9.3288,10.45,0.68,-2.5178,-2.2653,-1.9359,-1.6488,0.007154,0.002911,0,0
LOT-022,LOT022-P043,9.9943,11.6021,15.2476,23.0481,10.45,0.68,-0.6701,1.6943,7.0553,18.5266,0.066992,0.079486,0,1
LOT-022,LOT022-P044,11.288,11.4011,11.6865,11.8843,10.45,0.68,1.2324,1.3987,1.8184,2.1093,0.004712,0.003356,0,0
LOT-022,LOT022-P045,8.5742,8.7466,9.0552,9.274,10.45,0.68,-2.7585,-2.505,-2.0512,-1.7294,0.007183,0.003662,0,0
LOT-022,LOT022-P046,10.5116,10.6485,10.957,11.2851,10.45,0.68,0.0906,0.2919,0.7456,1.2281,0.005704,0.004421,0,0
LOT-022,LOT022-P047,10.4276,10.563,10.8584,10.9452,10.45,0.68,-0.0329,0.1662,0.6006,0.7282,0.005642,0.002654,0,0
LOT-022,LOT022-P048,9.638,9.7653,9.9985,10.1864,10.45,0.68,-1.1941,-1.0069,-0.664,-0.3876,0.005304,0.002924,0,0
LOT-022,LOT022-P049,10.3204,10.5102,10.8803,11.0456,10.45,0.68,-0.1906,0.0885,0.6328,0.8759,0.007908,0.003718,0,0
LOT-022,LOT022-P050,10.5124,10.7174,11.0038,11.4295,10.45,0.68,0.0918,0.3932,0.8144,1.4404,0.008542,0.004945,0,0
LOT-022,LOT022-P051,10.252,10.4779,10.7956,10.951,10.45,0.68,-0.2912,0.041,0.5082,0.7368,0.009412,0.003285,0,0
LOT-022,LOT022-P052,10.239,10.4773,10.6642,11.0073,10.45,0.68,-0.3103,0.0401,0.315,0.8196,0.009929,0.003681,0,0
LOT-022,LOT022-P053,10.4413,10.6511,10.998,11.2228,10.45,0.68,-0.0128,0.2957,0.8059,1.1365,0.008742,0.00397,0,0
LOT-022,LOT022-P054,11.063,11.2761,11.5873,11.6876,10.45,0.68,0.9015,1.2149,1.6725,1.82,0.008879,0.002858,0,0
LOT-022,LOT022-P055,10.7425,10.8989,11.1026,11.3435,10.45,0.68,0.4301,0.6601,0.9597,1.314,0.006517,0.003088,0,0
LOT-022,LOT022-P056,10.2471,10.5176,10.7171,10.9969,10.45,0.68,-0.2984,0.0994,0.3928,0.8043,0.011271,0.003328,0,0
LOT-022,LOT022-P057,9.667,9.7498,9.9084,10.2031,10.45,0.68,-1.1515,-1.0297,-0.7965,-0.3631,0.00345,0.003148,0,0
LOT-022,LOT022-P058,9.7024,9.8805,10.1713,10.3735,10.45,0.68,-1.0994,-0.8375,-0.4099,-0.1125,0.007421,0.003424,0,0
LOT-022,LOT022-P059,10.7023,10.8915,11.1284,11.3103,10.45,0.68,0.371,0.6493,0.9976,1.2651,0.007883,0.002908,0,0
LOT-022,LOT022-P060,9.5811,9.6937,9.8881,9.9347,10.45,0.68,-1.2778,-1.1122,-0.8263,-0.7578,0.004692,0.001674,0,0
LOT-022,LOT022-P061,9.5816,9.7931,10.0229,10.052,10.45,0.68,-1.2771,-0.966,-0.6281,-0.5853,0.008813,0.001798,0,0
LOT-022,LOT022-P062,10.5803,10.8065,11.0515,11.25,10.45,0.68,0.1916,0.5243,0.8846,1.1765,0.009425,0.00308,0,0
LOT-022,LOT022-P063,10.2484,10.4834,10.6733,10.8599,10.45,0.68,-0.2965,0.0491,0.3284,0.6028,0.009792,0.002615,0,0
LOT-022,LOT022-P064,10.6084,10.7268,10.9259,11.2846,10.45,0.68,0.2329,0.4071,0.6999,1.2274,0.004933,0.003874,0,0
LOT-022,LOT022-P065,10.6533,12.0163,17.3678,24.7263,10.45,0.68,0.299,2.3034,10.1732,20.9946,0.056792,0.088264,0,1
LOT-022,LOT022-P066,9.8828,10.862,15.056,22.1147,10.45,0.68,-0.8341,0.6059,6.7735,17.154,0.0408,0.078144,0,1
LOT-022,LOT022-P067,11.6353,11.8028,11.972,12.1566,10.45,0.68,1.7431,1.9894,2.2382,2.5097,0.006979,0.002457,0,0
LOT-022,LOT022-P068,10.4722,10.6529,10.9464,11.2429,10.45,0.68,0.0326,0.2984,0.73,1.166,0.007529,0.004097,0,0
LOT-022,LOT022-P069,10.8997,10.9947,11.208,11.2238,10.45,0.68,0.6613,0.801,1.1147,1.1379,0.003958,0.001591,0,0
LOT-022,LOT022-P070,10.3396,10.5034,10.7226,10.8953,10.45,0.68,-0.1624,0.0785,0.4009,0.6549,0.006825,0.002722,0,0
LOT-022,LOT022-P071,9.8494,10.1245,10.3433,10.5706,10.45,0.68,-0.8832,-0.4787,-0.1569,0.1774,0.011463,0.003098,0,0
LOT-022,LOT022-P072,10.0536,10.3098,10.4538,10.5444,10.45,0.68,-0.5829,-0.2062,0.0056,0.1388,0.010675,0.001629,0,0
LOT-022,LOT022-P073,10.3737,10.4888,10.7422,10.9919,10.45,0.68,-0.1122,0.0571,0.4297,0.7969,0.004796,0.003494,0,0
LOT-022,LOT022-P074,10.6349,10.9022,11.1132,11.1139,10.45,0.68,0.2719,0.665,0.9753,0.9763,0.011138,0.00147,0,0
LOT-022,LOT022-P075,10.494,10.6475,10.8234,11.0377,10.45,0.68,0.0647,0.2904,0.5491,0.8643,0.006396,0.00271,0,0
LOT-022,LOT022-P076,11.7339,11.9305,12.3454,12.5282,10.45,0.68,1.8881,2.1772,2.7874,3.0562,0.008192,0.004151,0,0
LOT-022,LOT022-P077,11.2585,11.3806,11.621,11.7685,10.45,0.68,1.189,1.3685,1.7221,1.939,0.005087,0.002694,0,0
LOT-022,LOT022-P078,10.3621,10.5459,10.7426,10.9255,10.45,0.68,-0.1293,0.141,0.4303,0.6993,0.007658,0.002636,0,0
