Lot_ID,Part_ID,Value_0h_uA,Value_24h_uA,Value_96h_uA,Value_168h_uA,Lot_Mean_uA,Lot_Sigma_uA,Dynamic_Z_0h,Dynamic_Z_24h,Dynamic_Z_96h,Dynamic_Z_168h,Slope_0_24_uA_per_h,Slope_24_168_uA_per_h,Static_Limit_Fail,Latent_Defect_Label,Dynamic_Anomaly,Anomaly_Score,Predicted_Value_168h_uA,Predicted_Slope_0_168_uA_per_h,Drift_Flag,AI_Status
LOT-021,LOT021-P025,10.0462,10.1892,10.4928,10.7582,10.245533962264153,3.5814478623645467,-0.05565736817191796,-0.015729382202135524,0.0690408033952497,0.14314491162168555,0.005958,0.003951,0,0,0,-0.1649,10.6425,0.003549,0,🟢 Normal
LOT-021,LOT021-P026,9.7629,9.9347,10.2103,10.404,10.245533962264153,3.5814478623645467,-0.13475945506170448,-0.08679002856094471,-0.009837910146454137,0.04424636175806969,0.007158,0.003259,0,0,0,-0.168,10.4565,0.004129,0,🟢 Normal
LOT-021,LOT021-P027,10.3165,10.4717,10.5491,10.7957,10.245533962264153,3.5814478623645467,0.01981490181152421,0.06314933133956832,0.08476070276656933,0.15361553731306202,0.006467,0.00225,0,0,0,-0.1602,10.8735,0.003315,0,🟢 Normal
LOT-021,LOT021-P028,10.221,10.3794,10.6501,10.91,10.245533962264153,3.5814478623645467,-0.006850291615848035,0.03737763130452678,0.11296158796201053,0.1855300044203779,0.0066,0.003685,0,0,0,-0.1647,10.8319,0.003636,0,🟢 Normal
LOT-021,LOT021-P029,9.6689,9.8271,10.0226,10.198,10.245533962264153,3.5814478623645467,-0.16100582346142164,-0.11683374387806786,-0.06224688194035764,-0.013272275373225591,0.006592,0.002576,0,0,0,-0.1671,10.2541,0.003483,0,🟢 Normal
LOT-021,LOT021-P030,9.6408,9.8485,10.0867,10.3355,10.245533962264153,3.5814478623645467,-0.16885181231282656,-0.11085850681685566,-0.0443490924252313,0.025120018828488383,0.008654,0.003382,0,0,0,-0.1658,10.2677,0.003732,0,🟢 Normal
LOT-021,LOT021-P031,9.5217,10.4954,14.6608,22.8704,10.245533962264153,3.5814478623645467,-0.20210651950863898,0.06976676677651827,1.2328159469061197,3.5250732449307938,0.040571,0.085938,0,1,0,-0.0475,16.8679,0.043727,1,🟠 Warning
LOT-021,LOT021-P032,9.5048,10.6237,14.2204,22.7719,10.245533962264153,3.5814478623645467,-0.20682528148688595,0.10559026747528123,1.109848918786593,3.497570401448111,0.046621,0.084362,0,1,0,-0.0491,19.6421,0.060341,1,🟠 Warning
LOT-021,LOT021-P033,10.1482,10.2944,10.5564,10.8365,10.245533962264153,3.5814478623645467,-0.027177266291374035,0.013644213070739599,0.08679898456782419,0.1650075780652795,0.006092,0.003765,0,0,0,-0.1648,10.7576,0.003627,0,🟢 Normal
LOT-021,LOT021-P034,9.0181,9.2079,9.4392,9.5706,10.245533962264153,3.5814478623645467,-0.34272004212669865,-0.28972471529407795,-0.22514189602966736,-0.1884528236070835,0.007908,0.002519,0,0,0,-0.1311,9.6538,0.003784,0,🟢 Normal
LOT-021,LOT021-P035,9.4223,9.596,9.7651,9.9123,10.245533962264153,3.5814478623645467,-0.22986065800791433,-0.1813607198054579,-0.13414517835447698,-0.09304448230726013,0.007238,0.002197,0,0,0,-0.1606,10.0573,0.00378,0,🟢 Normal
LOT-021,LOT021-P036,10.2954,10.5455,10.7344,10.8945,10.245533962264153,3.5814478623645467,0.013923429755843316,0.08375552270019754,0.1364995545162253,0.18120214580127575,0.010421,0.002424,0,0,0,-0.1587,10.9007,0.003603,0,🟢 Normal
LOT-021,LOT021-P037,10.089,10.3684,10.7474,10.9794,10.245533962264153,3.5814478623645467,-0.043706894049493544,0.034306247768389364,0.14012937142256915,0.20490764236655215,0.011642,0.004243,0,0,0,-0.1604,10.8433,0.00449,0,🟢 Normal
LOT-021,LOT021-P038,10.0939,11.4573,16.3095,20.8666,10.245533962264153,3.5814478623645467,-0.04233873229248722,0.33834529617745546,1.6931604956360553,2.965578851320649,0.056808,0.065342,0,1,1,0.0247,20.6119,0.062607,1,🔴 Anomaly
LOT-021,LOT021-P039,9.1931,9.495,9.745,9.833,10.245533962264153,3.5814478623645467,-0.2938571222336082,-0.2095616050008991,-0.13975743372505514,-0.11518636543595781,0.012579,0.002347,0,0,0,-0.1429,9.8511,0.003917,0,🟢 Normal
LOT-021,LOT021-P040,10.1586,10.4481,10.808,10.9068,10.245533962264153,3.5814478623645467,-0.024273412766298748,0.05655981757112863,0.15704990253983347,0.1846365110280472,0.012063,0.003185,0,0,0,-0.1569,10.9581,0.004759,0,🟢 Normal
LOT-021,LOT021-P041,9.1706,9.2969,9.4872,9.775,10.245533962264153,3.5814478623645467,-0.3001394976484339,-0.2648744303198774,-0.2117394951447053,-0.13138093317195357,0.005263,0.00332,0,0,0,-0.141,9.7234,0.00329,0,🟢 Normal
LOT-021,LOT021-P042,10.3077,10.4439,10.5365,10.7038,10.245533962264153,3.5814478623645467,0.01735779498261477,0.05538710749369421,0.08124257253426706,0.12795552395206158,0.005675,0.001805,0,0,0,-0.1603,10.8555,0.003261,0,🟢 Normal
LOT-021,LOT021-P043,10.5257,10.6851,10.9155,11.14,10.245533962264153,3.5814478623645467,0.07822703233515069,0.12273417194062872,0.18706569618844637,0.24974984199415445,0.006642,0.003159,0,0,0,-0.1527,11.1188,0.00353,0,🟢 Normal
LOT-021,LOT021-P044,8.7215,8.9938,9.2158,9.3224,10.245533962264153,3.5814478623645467,-0.42553571092835984,-0.34950500757471076,-0.28751890348176146,-0.25775440484974155,0.011346,0.002282,0,0,0,-0.0999,9.4338,0.00424,0,🟢 Normal
LOT-021,LOT021-P045,10.8213,11.0045,11.1497,11.2416,10.245533962264153,3.5814478623645467,0.16076348445170865,0.21191598116264693,0.2524582438396568,0.2781182572006573,0.007633,0.001647,0,0,0,-0.1406,11.4811,0.003927,0,🟢 Normal
LOT-021,LOT021-P046,9.5345,9.7476,9.9817,10.1623,10.245533962264153,3.5814478623645467,-0.19853254593931566,-0.13903147034378607,-0.07366684436108588,-0.023240311031416185,0.008879,0.00288,0,0,0,-0.1636,10.2721,0.00439,0,🟢 Normal
LOT-021,LOT021-P047,9.4207,9.5898,9.8335,10.0348,10.245533962264153,3.5814478623645467,-0.23030740470407968,-0.18309186325309876,-0.11504675709340595,-0.05884043838209646,0.007046,0.00309,0,0,0,-0.1606,9.9884,0.003379,0,🟢 Normal
LOT-021,LOT021-P048,9.1892,9.3441,9.6776,9.8601,10.245533962264153,3.5814478623645467,-0.2949460673055113,-0.2516954027829985,-0.15857663830102248,-0.1076195932696566,0.006454,0.003583,0,0,0,-0.1478,9.6899,0.00298,0,🟢 Normal
LOT-021,LOT021-P049,10.1057,10.3635,10.6708,10.896,10.245533962264153,3.5814478623645467,-0.03904397540826713,0.03293808601138304,0.11874137334365033,0.18162097082893083,0.010742,0.003698,0,0,0,-0.1625,10.8849,0.004638,0,🟢 Normal
LOT-021,LOT021-P050,10.1009,11.8308,17.1258,25.0007,10.245533962264153,3.5814478623645467,-0.04038421549676368,0.4426327280635663,1.9210850756859417,4.1198885492065145,0.072079,0.091458,0,1,1,0.0683,20.4252,0.061454,1,🔴 Anomaly
LOT-021,LOT021-P051,10.3086,10.4608,10.6089,10.8257,10.245533962264153,3.5814478623645467,0.017609089999207718,0.06010586947194167,0.10145786053575147,0.16199203786616312,0.006342,0.002534,0,0,0,-0.1606,10.881,0.003407,0,🟢 Normal
LOT-021,LOT021-P052,9.2452,9.4507,9.7774,9.8576,10.245533962264153,3.5814478623645467,-0.279309932939722,-0.22193090415097858,-0.13071081312770552,-0.10831763498241491,0.008562,0.002826,0,0,0,-0.1516,9.8218,0.003432,0,🟢 Normal
LOT-021,LOT021-P053,9.3572,9.521,9.7678,9.9537,10.245533962264153,3.5814478623645467,-0.24803766420814388,-0.2023019711882109,-0.13339129330469815,-0.08148491154398053,0.006825,0.003005,0,0,0,-0.1565,9.9265,0.003389,0,🟢 Normal
LOT-021,LOT021-P054,10.2163,10.4691,10.6543,11.0001,10.245533962264153,3.5814478623645467,-0.008162610035833818,0.062423367958299246,0.11413429803944446,0.21068742774819196,0.010533,0.003688,0,0,0,-0.1619,10.9146,0.004157,0,🟢 Normal
LOT-021,LOT021-P055,10.0518,10.2841,10.5219,10.8033,10.245533962264153,3.5814478623645467,-0.05409375473533922,0.010768281214175083,0.07716600893175785,0.1557375841198477,0.009679,0.003606,0,0,0,-0.164,10.7018,0.003869,0,🟢 Normal
LOT-021,LOT021-P056,9.7375,9.9098,10.1724,10.3826,10.245533962264153,3.5814478623645467,-0.14185155886333006,-0.09374252402001844,-0.020420222511872217,0.038271124696857485,0.007179,0.003283,0,0,0,-0.1674,10.3304,0.003529,0,🟢 Normal
LOT-021,LOT021-P057,9.0594,9.1719,9.3732,9.5606,10.245533962264153,3.5814478623645467,-0.3311883930319293,-0.29977651595779936,-0.24357019724648987,-0.1912449904581172,0.004688,0.002699,0,0,0,-0.1258,9.6257,0.003371,0,🟢 Normal
LOT-021,LOT021-P058,8.715,8.8142,9.2502,9.5596,10.245533962264153,3.5814478623645467,-0.427350619381532,-0.3996523242192772,-0.2779138495142054,-0.1915242071432209,0.004133,0.005176,0,0,0,-0.0922,9.3704,0.003901,0,🟢 Normal
LOT-021,LOT021-P059,9.6664,9.9512,10.1478,10.415,10.245533962264153,3.5814478623645467,-0.16170386517418042,-0.08218295325673883,-0.027288952965415125,0.047317745294206605,0.011867,0.003221,0,0,0,-0.162,10.43,0.004545,0,🟢 Normal
LOT-021,LOT021-P060,9.8249,9.9909,10.0557,10.1813,10.245533962264153,3.5814478623645467,-0.11744802058529534,-0.07109805085813486,-0.05300480966343612,-0.01793519401445201,0.006917,0.001322,0,0,0,-0.1649,10.4362,0.003639,0,🟢 Normal
LOT-021,LOT021-P061,8.8459,8.9651,9.0983,9.3309,10.245533962264153,3.5814478623645467,-0.3908011553015,-0.3575185264371778,-0.320326863981408,-0.25538106302636293,0.004967,0.00254,0,0,0,-0.0975,9.3367,0.002921,0,🟢 Normal
LOT-021,LOT021-P062,10.2473,10.3944,10.5044,10.69,10.245533962264153,3.5814478623645467,0.000493107202370498,0.04156588158107708,0.07227971694244875,0.12410233369763504,0.006129,0.002053,0,0,0,-0.164,10.8709,0.003712,0,🟢 Normal
LOT-021,LOT021-P063,9.8681,10.1236,10.3031,10.4148,10.245533962264153,3.5814478623645467,-0.10538585978882935,-0.03404599674491694,0.01607339823113926,0.04726190195718606,0.010646,0.002022,0,0,0,-0.1649,10.5792,0.004233,0,🟢 Normal
LOT-021,LOT021-P064,9.8753,10.0615,10.3185,10.6113,10.245533962264153,3.5814478623645467,-0.10337549965608527,-0.051385352889836346,0.020373335181731143,0.1021279805799995,0.007758,0.003818,0,0,0,-0.1655,10.4847,0.003627,0,🟢 Normal
LOT-021,LOT021-P065,11.0736,11.3181,11.559,11.6696,10.245533962264153,3.5814478623645467,0.23120985410329037,0.29947833361106535,0.36674163305246854,0.39762299842490234,0.010187,0.002441,0,0,0,-0.111,11.7485,0.004017,0,🟢 Normal
LOT-021,LOT021-P066,9.92,10.1322,10.3426,10.5514,10.245533962264153,3.5814478623645467,-0.09089451383196419,-0.03164473325302805,0.027102457292722194,0.08540290114230709,0.008842,0.002911,0,0,0,-0.1657,10.6473,0.004329,0,🟢 Normal
LOT-021,LOT021-P067,9.438,9.5498,9.8241,10.0576,10.245533962264153,3.5814478623645467,-0.22547695605179113,-0.19426053065723406,-0.11767139393337801,-0.05247429796173945,0.004658,0.003526,0,0,0,-0.1578,9.9799,0.003226,0,🟢 Normal
LOT-021,LOT021-P068,10.7794,11.0495,11.2426,11.3227,10.245533962264153,3.5814478623645467,0.1490643053458772,0.22448073199229882,0.2783974738857605,0.30076273036254086,0.011254,0.001897,0,0,0,-0.1344,11.5161,0.004385,0,🟢 Normal
LOT-021,LOT021-P069,8.9535,9.0954,9.4929,9.6824,10.245533962264153,3.5814478623645467,-0.36075743998437687,-0.3211365923682079,-0.2101479600396158,-0.1572363982125264,0.005912,0.004076,0,0,0,-0.1249,9.6141,0.003932,0,🟢 Normal
LOT-021,LOT021-P070,10.8549,11.0731,11.3731,11.5128,10.245533962264153,3.5814478623645467,0.17014516507118205,0.2310702457607385,0.31483525129175144,0.3538418222006929,0.009092,0.003053,0,0,0,-0.1327,11.5067,0.00388,0,🟢 Normal
LOT-021,LOT021-P071,10.6335,10.8065,11.0976,11.3069,10.245533962264153,3.5814478623645467,0.10832659098929438,0.1566310775121784,0.23791105454577113,0.2963511067379079,0.007208,0.003475,0,0,0,-0.1461,11.2234,0.003511,0,🟢 Normal
LOT-021,LOT021-P072,10.3086,10.5309,10.6885,10.8725,10.245533962264153,3.5814478623645467,0.017609089999207718,0.07967895909768832,0.12368350866997997,0.1750593787290014,0.009263,0.002372,0,0,0,-0.1597,10.9343,0.003724,0,🟢 Normal
LOT-021,LOT021-P073,10.0845,10.2727,10.5029,10.8286,10.245533962264153,3.5814478623645467,-0.04496336913245878,0.007585211003996578,0.07186089191479367,0.162801766252963,0.007842,0.00386,0,0,0,-0.1646,10.6825,0.00356,0,🟢 Normal
LOT-021,LOT021-P074,9.1958,9.3282,9.4488,9.5035,10.245533962264153,3.5814478623645467,-0.29310323718382886,-0.2561349480761418,-0.22246141585267476,-0.20718826317751998,0.005517,0.001217,0,0,0,-0.1421,9.7248,0.003149,0,🟢 Normal
LOT-021,LOT021-P075,9.2119,9.3045,9.6131,9.7577,10.245533962264153,3.5814478623645467,-0.28860784855366456,-0.2627523835130917,-0.1765861144901904,-0.1362113818242421,0.003858,0.003147,0,0,0,-0.1419,9.6832,0.002805,0,🟢 Normal
LOT-021,LOT021-P076,10.1493,10.3381,10.6611,10.8681,10.245533962264153,3.5814478623645467,-0.026870127937760044,0.02584598220975745,0.11603297149814745,0.17383082531454644,0.007867,0.003681,0,0,0,-0.1649,10.7235,0.003418,0,🟢 Normal
LOT-021,LOT021-P077,9.4109,9.7334,10.0275,10.1527,10.245533962264153,3.5814478623645467,-0.23304372821809283,-0.14299634727225422,-0.06087872018335131,-0.025920791208408796,0.013437,0.002912,0,0,0,-0.1499,10.5333,0.006681,0,🟢 Normal
LOT-021,LOT021-P078,10.1824,10.4047,10.6338,10.8672,10.245533962264153,3.5814478623645467,-0.017628055660838516,0.04444181343764209,0.1084103559948257,0.1735795302979535,0.009263,0.003212,0,0,0,-0.1644,10.9854,0.00478,0,🟢 Normal
LOT-021,LOT021-P079,9.3727,9.6313,9.9107,10.1219,10.245533962264153,3.5814478623645467,-0.24370980558904173,-0.1715043708213089,-0.09349122900342549,-0.03452066510959256,0.010775,0.003407,0,0,0,-0.1577,10.1781,0.004794,0,🟢 Normal
LOT-021,LOT021-P080,10.1783,11.7673,17.0692,25.6823,10.245533962264153,3.5814478623645467,-0.01877284406976217,0.4249024685595021,1.9052814113090897,4.310202641772976,0.066208,0.096632,0,1,1,0.0589,20.6028,0.062051,1,🔴 Anomaly
LOT-021,LOT021-P081,46.108,58.2556,82.3116,115.443,10.245533962264153,3.5814478623645467,10.013398886688998,13.405211490650766,20.122048067497577,29.37288774833156,0.50615,0.397135,1,1,1,0.3137,100.4458,0.323439,1,🔴 Anomaly
LOT-021,LOT021-P082,10.421,10.5719,10.8516,11.0119,10.245533962264153,3.5814478623645467,0.04899304540482693,0.09112684318692635,0.16922375001034057,0.21398218463241206,0.006288,0.003056,0,0,0,-0.1554,11.0182,0.003555,0,🟢 Normal
LOT-021,LOT021-P083,9.0364,9.2065,9.39,9.6146,10.245533962264153,3.5814478623645467,-0.3376103767893069,-0.2901156186532228,-0.2388793569367532,-0.17616728946253532,0.007087,0.002834,0,0,0,-0.1299,9.6414,0.003601,0,🟢 Normal
LOT-021,LOT021-P084,10.3241,10.5499,10.7922,11.0287,10.245533962264153,3.5814478623645467,0.021936948618309877,0.084984076114652,0.15263827891520002,0.21867302494214874,0.009408,0.003325,0,0,0,-0.1583,11.057,0.004363,0,🟢 Normal
LOT-021,LOT021-P085,10.6641,10.8855,11.2386,11.3085,10.245533962264153,3.5814478623645467,0.11687062155345761,0.17868919563534527,0.27728060714534714,0.2967978534340732,0.009225,0.002938,0,0,0,-0.1408,11.3373,0.004007,0,🟢 Normal
LOT-021,LOT021-P086,9.5021,10.8306,15.5183,21.582,10.245533962264153,3.5814478623645467,-0.2075791665366648,0.16336019962316994,1.4722442543822645,3.1653304678436047,0.055354,0.074663,0,1,0,-0.0022,18.6987,0.054742,1,🟠 Warning
LOT-021,LOT021-P087,10.2828,10.4982,10.8121,11.0478,10.245533962264153,3.5814478623645467,0.01040529952354055,0.07054857349480789,0.15819469094875713,0.22400606362762318,0.008975,0.003817,0,0,0,-0.1589,10.8801,0.003555,0,🟢 Normal
LOT-021,LOT021-P088,9.9136,10.1354,10.297,10.5036,10.245533962264153,3.5814478623645467,-0.0926815006166256,-0.03075123986069685,0.014370176452008668,0.07205634359436608,0.009242,0.002557,0,0,0,-0.1659,10.6457,0.004358,0,🟢 Normal
LOT-021,LOT021-P089,9.3096,9.5642,9.923,10.0668,10.245533962264153,3.5814478623645467,-0.26132837841906487,-0.1902398103917454,-0.09005686377665403,-0.04990550445878843,0.010608,0.00349,0,0,0,-0.1559,9.956,0.003848,0,🟢 Normal
LOT-021,LOT021-P090,10.352,10.5665,10.9634,11.1896,10.245533962264153,3.5814478623645467,0.029727094132694257,0.08961907308736815,0.20044017540489814,0.26359898957528183,0.008937,0.004327,0,0,0,-0.1552,10.9527,0.003576,0,🟢 Normal
LOT-021,LOT021-P091,9.904,11.6353,15.2673,22.7086,10.245533962264153,3.5814478623645467,-0.09536198079361821,0.38804586612585656,1.4021608664213174,3.479895985281068,0.072138,0.076898,0,1,1,0.0222,19.529,0.057292,1,🔴 Anomaly
LOT-021,LOT021-P092,10.0105,10.1962,10.487,10.7021,10.245533962264153,3.5814478623645467,-0.06562540383010855,-0.013774865406411983,0.06742134662164993,0.12748085558738595,0.007737,0.003513,0,0,0,-0.1653,10.7234,0.004243,0,🟢 Normal
LOT-021,LOT021-P093,9.2912,9.5377,9.8365,9.93,10.245533962264153,3.5814478623645467,-0.2664659654249669,-0.19763905254698497,-0.1142091070380963,-0.08810234698093049,0.010271,0.002724,0,0,0,-0.1545,9.9692,0.004036,0,🟢 Normal
LOT-021,LOT021-P094,9.045,9.1344,9.3122,9.3562,10.245533962264153,3.5814478623645467,-0.335209113297418,-0.3102471416491764,-0.2606024150377958,-0.2483168808932476,0.003725,0.00154,0,0,0,-0.1168,9.6051,0.003334,0,🟢 Normal
LOT-021,LOT021-P095,9.8328,9.9736,10.3058,10.5167,10.245533962264153,3.5814478623645467,-0.11524220877297836,-0.07592849951042341,0.016827283280918103,0.07571408216922021,0.005867,0.003772,0,0,0,-0.167,10.4399,0.003614,0,🟢 Normal
LOT-021,LOT021-P096,10.7308,10.9306,11.2556,11.42,10.245533962264153,3.5814478623645467,0.13549437444985302,0.19128186813350742,0.28202729079210437,0.3279305138230995,0.008325,0.003399,0,0,0,-0.1391,11.4139,0.004066,0,🟢 Normal
LOT-021,LOT021-P097,10.8773,11.0125,11.2349,11.46,10.245533962264153,3.5814478623645467,0.17639961881749747,0.21414971464347368,0.27624750541046456,0.33909918122723476,0.005633,0.003108,0,0,0,-0.1358,11.4816,0.003597,0,🟢 Normal
LOT-021,LOT021-P098,10.4679,10.6214,10.9524,11.1273,10.245533962264153,3.5814478623645467,0.06208830793617548,0.10494806909954348,0.19736879186876122,0.24620379009334142,0.006396,0.003513,0,0,0,-0.1536,11.1849,0.004268,0,🟢 Normal
LOT-021,LOT021-P099,10.3236,10.5795,10.8263,10.9822,10.245533962264153,3.5814478623645467,0.021797340275758515,0.09324888999371202,0.16215956787722527,0.20568944908484177,0.010662,0.002797,0,0,0,-0.1568,11.0916,0.004571,0,🟢 Normal
LOT-021,LOT021-P100,9.1552,9.3205,9.5326,9.8524,10.245533962264153,3.5814478623645467,-0.3044394345990258,-0.2582849165514382,-0.19906305764101184,-0.10976956174495255,0.006887,0.003694,0,0,0,-0.1437,9.6544,0.002971,0,🟢 Normal
LOT-022,LOT022-P001,11.4407,11.6364,11.8516,12.1004,10.729260000000002,3.5884653040799837,0.19825745540610654,0.25279330385850624,0.31276323020984176,0.3820964907870368,0.008154,0.003222,0,0,0,-0.0959,12.1868,0.004441,0,🟢 Normal
LOT-022,LOT022-P002,9.7837,9.944,10.2986,10.63,10.729260000000002,3.5884653040799837,-0.2634998306727188,-0.21882892363684903,-0.12001230707465754,-0.02766084985889238,0.006679,0.004764,0,0,0,-0.1638,10.4802,0.004146,0,🟢 Normal
LOT-022,LOT022-P003,9.73,9.975,10.2275,10.404,10.729260000000002,3.5884653040799837,-0.2784644451944041,-0.2101901331308484,-0.13982579110616333,-0.09064041935425443,0.010208,0.002979,0,0,0,-0.1631,10.464,0.004369,0,🟢 Normal
