Lot_ID,Part_ID,Value_0h_uA,Value_24h_uA,Value_96h_uA,Value_168h_uA,Lot_Mean_uA,Lot_Sigma_uA,Dynamic_Z_0h,Dynamic_Z_24h,Dynamic_Z_96h,Dynamic_Z_168h,Slope_0_24_uA_per_h,Slope_24_168_uA_per_h,Static_Limit_Fail,Latent_Defect_Label,Dynamic_Anomaly,Anomaly_Score,Predicted_Value_168h_uA,Predicted_Slope_0_168_uA_per_h,Drift_Flag,Final_Screening_Reject,Explainability
LOT-021,LOT021-P030,9.6408,9.8485,10.0867,10.3355,10.239516000000002,3.666395710146107,-0.16329824910692534,-0.10664860830977248,-0.04168017095839108,0.026179389129869144,0.008654,0.003382,0,0,0,-0.1594,10.2847,0.003833,0,0,Within synthetic screening pattern
LOT-021,LOT021-P031,9.5217,10.4954,14.6608,22.8704,10.239516000000002,3.666395710146107,-0.19578246778261627,0.06979170286826492,1.205893839490612,3.4450411244608,0.040571,0.085938,0,1,0,-0.011,21.0539,0.068644,1,1,Projected 168h drift above safety slope
LOT-021,LOT021-P032,9.5048,10.6237,14.2204,22.7719,10.239516000000002,3.666395710146107,-0.20039189931594256,0.10478519788162413,1.0857758721961188,3.4181755028020633,0.046621,0.084362,0,1,0,-0.019,22.1002,0.074973,1,1,Projected 168h drift above safety slope
LOT-021,LOT021-P033,10.1482,10.2944,10.5564,10.8365,10.239516000000002,3.666395710146107,-0.024906204135931538,0.014969469838761776,0.08642929597672103,0.16282585056161528,0.006092,0.003765,0,0,0,-0.1573,10.8024,0.003894,0,0,Within synthetic screening pattern
LOT-021,LOT021-P034,9.0181,9.2079,9.4392,9.5706,10.239516000000002,3.666395710146107,-0.33313807252718164,-0.2813706106913624,-0.21828413059323307,-0.1824451185530502,0.007908,0.002519,0,0,0,-0.1072,9.6082,0.003512,0,0,Within synthetic screening pattern
LOT-021,LOT021-P035,9.4223,9.596,9.7651,9.9123,10.239516000000002,3.666395710146107,-0.22289356212655934,-0.17551733388166044,-0.1293957438055959,-0.08924732240289526,0.007238,0.002197,0,0,0,-0.1489,9.9866,0.003359,0,0,Within synthetic screening pattern
LOT-021,LOT021-P036,10.2954,10.5455,10.7344,10.8945,10.239516000000002,3.666395710146107,0.015242217266769588,0.08345634901143967,0.13497833816205226,0.17864520138604942,0.010421,0.002424,0,0,0,-0.1482,10.895,0.003569,0,0,Within synthetic screening pattern
LOT-021,LOT021-P037,10.089,10.3684,10.7474,10.9794,10.239516000000002,3.666395710146107,-0.04105285187397389,0.035152779511315076,0.13852405472614945,0.20180145802388408,0.011642,0.004243,0,0,0,-0.1449,10.8323,0.004424,0,0,Within synthetic screening pattern
LOT-021,LOT021-P038,10.0939,11.4573,16.3095,20.8666,10.239516000000002,3.666395710146107,-0.03971638947673745,0.3321474538686576,1.6555725240465404,2.898509828219416,0.056808,0.065342,0,1,1,0.0105,21.754,0.069405,1,1,Dynamic lot outlier + projected drift above safety slope
LOT-021,LOT021-P039,9.1931,9.495,9.745,9.833,10.239516000000002,3.666395710146107,-0.28540727262587334,-0.2030648241104159,-0.13487796710854652,-0.11087619344388822,0.012579,0.002347,0,0,0,-0.117,9.8291,0.003786,0,0,Within synthetic screening pattern
LOT-021,LOT021-P040,10.1586,10.4481,10.808,10.9068,10.239516000000002,3.666395710146107,-0.0220696308846536,0.05689074952351125,0.15505254886340236,0.18199999475054132,0.012063,0.003185,0,0,0,-0.1398,11.0585,0.005357,0,0,Within synthetic screening pattern
LOT-021,LOT021-P041,9.1706,9.2969,9.4872,9.775,10.239516000000002,3.666395710146107,-0.29154408975604135,-0.2570960895986968,-0.20519225404887412,-0.12669554426832186,0.005263,0.00332,0,0,0,-0.1218,9.7505,0.003452,0,0,Within synthetic screening pattern
LOT-021,LOT021-P042,10.3077,10.4439,10.5365,10.7038,10.239516000000002,3.666395710146107,0.018597010631261495,0.05574521032587961,0.08100162215937227,0.12663226686502305,0.005675,0.001805,0,0,0,-0.1491,10.7683,0.002742,0,0,Within synthetic screening pattern
LOT-021,LOT021-P043,10.5257,10.6851,10.9155,11.14,10.239516000000002,3.666395710146107,0.0780559499368916,0.12153188996128347,0.18437289737420617,0.2456046949618851,0.006642,0.003159,0,0,0,-0.1371,11.0935,0.00338,0,0,Within synthetic screening pattern
LOT-021,LOT021-P044,8.7215,8.9938,9.2158,9.3224,10.239516000000002,3.666395710146107,-0.41403495967419945,-0.3397658350277634,-0.2792159060101035,-0.25014103018450634,0.011346,0.002282,0,0,0,-0.0451,9.4444,0.004303,0,0,Within synthetic screening pattern
LOT-021,LOT021-P045,10.8213,11.0045,11.1497,11.2416,10.239516000000002,3.666395710146107,0.15868008965590208,0.2086474184668718,0.2482503450135573,0.2733158336474447,0.007633,0.001647,0,0,0,-0.1083,11.4291,0.003618,0,0,Within synthetic screening pattern
LOT-021,LOT021-P046,9.5345,9.7476,9.9817,10.1623,10.239516000000002,3.666395710146107,-0.19229130070412045,-0.13416882379572678,-0.07031865089917634,-0.021060465401025862,0.008879,0.00288,0,0,0,-0.154,10.1978,0.003948,0,0,Within synthetic screening pattern
LOT-021,LOT021-P047,9.4207,9.5898,9.8335,10.0348,10.239516000000002,3.666395710146107,-0.22332995801137126,-0.17720836793530673,-0.11073981972988431,-0.05583576247197912,0.007046,0.00309,0,0,0,-0.1482,10.0028,0.003465,0,0,Within synthetic screening pattern
LOT-021,LOT021-P048,9.1892,9.3441,9.6776,9.8601,10.239516000000002,3.666395710146107,-0.2864709875951025,-0.2442224109967443,-0.1532611437562503,-0.10348473814488585,0.006454,0.003583,0,0,0,-0.1299,9.7952,0.003607,0,0,Within synthetic screening pattern
LOT-021,LOT021-P049,10.1057,10.3635,10.6708,10.896,10.239516000000002,3.666395710146107,-0.03649796982624897,0.03381631711407864,0.11763160174077643,0.17905432252806064,0.010742,0.003698,0,0,0,-0.1542,10.8322,0.004324,0,0,Within synthetic screening pattern
LOT-021,LOT021-P050,10.1009,11.8308,17.1258,25.0007,10.239516000000002,3.666395710146107,-0.0378071574806852,0.4340186182294505,1.8782162495290449,4.026074970345129,0.072079,0.091458,0,1,1,0.0515,25.1716,0.089707,1,1,Dynamic lot outlier + projected drift above safety slope
LOT-021,LOT021-P051,10.3086,10.4608,10.6089,10.8257,10.239516000000002,3.666395710146107,0.018842483316468137,0.06035464185920638,0.10074853594711367,0.1598801783391346,0.006342,0.002534,0,0,0,-0.1518,10.8307,0.003108,0,0,Within synthetic screening pattern
LOT-021,LOT021-P052,9.2452,9.4507,9.7774,9.8576,10.239516000000002,3.666395710146107,-0.27119713162668346,-0.2151475351711471,-0.126040950441104,-0.1041666067149044,0.008562,0.002826,0,0,0,-0.137,9.8272,0.003464,0,0,Within synthetic screening pattern
LOT-021,LOT021-P053,9.3572,9.521,9.7678,9.9537,10.239516000000002,3.666395710146107,-0.24064941968984593,-0.19597339098222105,-0.128659325749976,-0.07795557888338585,0.006825,0.003005,0,0,0,-0.1463,9.9496,0.003526,0,0,Within synthetic screening pattern
LOT-021,LOT021-P054,10.2163,10.4691,10.6543,11.0001,10.239516000000002,3.666395710146107,-0.006332104288621998,0.06261844551166801,0.11313126917865288,0.20744732978363878,0.010533,0.003688,0,0,0,-0.1508,10.9787,0.004538,0,0,Within synthetic screening pattern
LOT-021,LOT021-P055,10.0518,10.2841,10.5219,10.8033,10.239516000000002,3.666395710146107,-0.05119905619585215,0.012160171330285007,0.07701950971046319,0.1537706359517673,0.009679,0.003606,0,0,0,-0.1591,10.6673,0.003664,0,0,Within synthetic screening pattern
LOT-021,LOT021-P056,9.7375,9.9098,10.1724,10.3826,10.239516000000002,3.666395710146107,-0.13692357281860218,-0.08992919097291383,-0.01830571637815046,0.03902579298902144,0.007179,0.003283,0,0,0,-0.1611,10.3351,0.003557,0,0,Within synthetic screening pattern
LOT-021,LOT021-P057,9.0594,9.1719,9.3732,9.5606,10.239516000000002,3.666395710146107,-0.3218736037504729,-0.2911895180996315,-0.2362854608417263,-0.18517259283312493,0.004688,0.002699,0,0,0,-0.0978,9.5375,0.002846,0,0,Within synthetic screening pattern
LOT-021,LOT021-P058,8.715,8.8142,9.2502,9.5596,10.239516000000002,3.666395710146107,-0.41580781795624827,-0.3887512730979066,-0.26983339448664634,-0.18544534026113274,0.004133,0.005176,0,0,0,-0.0358,9.4232,0.004215,0,0,Within synthetic screening pattern
LOT-021,LOT021-P059,9.6664,9.9512,10.1478,10.415,10.239516000000002,3.666395710146107,-0.1563159149499342,-0.0786374474534044,-0.025015303107134276,0.047862809656463466,0.011867,0.003221,0,0,0,-0.1491,10.3875,0.004292,0,0,Within synthetic screening pattern
LOT-021,LOT021-P060,9.8249,9.9909,10.0557,10.1813,10.239516000000002,3.666395710146107,-0.11308544761074897,-0.06780937456150758,-0.05013534122662304,-0.01587826426888375,0.006917,0.001322,0,0,0,-0.1597,10.2704,0.002652,0,0,Within synthetic screening pattern
LOT-021,LOT021-P061,8.8459,8.9651,9.0983,9.3309,10.239516000000002,3.666395710146107,-0.38010517963006935,-0.34759368621157816,-0.311263728800982,-0.24782267704644284,0.004967,0.00254,0,0,0,-0.0592,9.3425,0.002956,0,0,Within synthetic screening pattern
LOT-021,LOT021-P062,10.2473,10.3944,10.5044,10.69,10.239516000000002,3.666395710146107,0.0021230659796094824,0.04224421263950944,0.07224642972033231,0.12286835235851991,0.006129,0.002053,0,0,0,-0.154,10.8103,0.003351,0,0,Within synthetic screening pattern
LOT-021,LOT021-P063,9.8681,10.1236,10.3031,10.4148,10.239516000000002,3.666395710146107,-0.10130275872082578,-0.03161579086491535,0.017342372462427116,0.047808260170862094,0.010646,0.002022,0,0,0,-0.1611,10.4962,0.003739,0,0,Within synthetic screening pattern
LOT-021,LOT021-P064,9.8753,10.0615,10.3185,10.6113,10.239516000000002,3.666395710146107,-0.09933897723917215,-0.04855340614417948,0.02154268285374217,0.10140312977433154,0.007758,0.003818,0,0,0,-0.1667,10.4699,0.003539,0,0,Within synthetic screening pattern
LOT-021,LOT021-P065,11.0736,11.3181,11.559,11.6696,10.239516000000002,3.666395710146107,0.22749426574218864,0.29418101189001655,0.3598858672970179,0.39005173283464534,0.010187,0.002441,0,0,0,-0.0581,11.9238,0.005061,0,0,Within synthetic screening pattern
LOT-021,LOT021-P066,9.92,10.1322,10.3426,10.5514,10.239516000000002,3.666395710146107,-0.08714716720723774,-0.029270162984051183,0.028115895868722082,0.08506555883668343,0.008842,0.002911,0,0,0,-0.1644,10.5731,0.003888,0,0,Within synthetic screening pattern
LOT-021,LOT021-P067,9.438,9.5498,9.8241,10.0576,10.239516000000002,3.666395710146107,-0.21861142750684176,-0.18811826505560608,-0.11330364555315492,-0.04961712111340859,0.004658,0.003526,0,0,0,-0.1386,9.9794,0.003223,0,0,Within synthetic screening pattern
LOT-021,LOT021-P068,10.7794,11.0495,11.2426,11.3227,10.239516000000002,3.666395710146107,0.14725197242238874,0.22092105272720827,0.27358858107545203,0.2954356500588509,0.011254,0.001897,0,0,0,-0.0976,11.9155,0.006762,0,0,Within synthetic screening pattern
LOT-021,LOT021-P069,8.9535,9.0954,9.4929,9.6824,10.239516000000002,3.666395710146107,-0.35075755637646483,-0.31205469634220384,-0.20363759370923123,-0.15195195610181456,0.005912,0.004076,0,0,0,-0.0969,9.6462,0.004123,0,0,Within synthetic screening pattern
LOT-021,LOT021-P070,10.8549,11.0731,11.3731,11.5128,10.239516000000002,3.666395710146107,0.16784440323695327,0.22735789202818477,0.30918212043042825,0.3472849361230727,0.009092,0.003053,0,0,0,-0.1,11.4947,0.003808,0,0,Within synthetic screening pattern
LOT-021,LOT021-P071,10.6335,10.8065,11.0976,11.3069,10.239516000000002,3.666395710146107,0.10745812267609749,0.1546434277213911,0.2340402040143679,0.29112624069633314,0.007208,0.003475,0,0,0,-0.124,11.3004,0.00397,0,0,Within synthetic screening pattern
LOT-021,LOT021-P072,10.3086,10.5309,10.6885,10.8725,10.239516000000002,3.666395710146107,0.018842483316468137,0.07947423656253057,0.12245923121650867,0.17264475796988485,0.009263,0.002372,0,0,0,-0.1512,10.8493,0.003218,0,0,Within synthetic screening pattern
LOT-021,LOT021-P073,10.0845,10.2727,10.5029,10.8286,10.239516000000002,3.666395710146107,-0.042280215300007584,0.009050850650999741,0.07183730857832107,0.1606711458803564,0.007842,0.00386,0,0,0,-0.1608,10.6905,0.003607,0,0,Within synthetic screening pattern
LOT-021,LOT021-P074,9.1958,9.3282,9.4488,9.5035,10.239516000000002,3.666395710146107,-0.28467085457025293,-0.24855909510206275,-0.21566575528436108,-0.20074647097235193,0.005517,0.001217,0,0,0,-0.1202,9.6241,0.002549,0,0,Within synthetic screening pattern
LOT-021,LOT021-P075,9.2119,9.3045,9.6131,9.7577,10.239516000000002,3.666395710146107,-0.2802796209793326,-0.2550232091458399,-0.1708533528627328,-0.13141407477285139,0.003858,0.003147,0,0,0,-0.1148,9.7862,0.003418,0,0,Within synthetic screening pattern
LOT-021,LOT021-P076,10.1493,10.3381,10.6611,10.8681,10.239516000000002,3.666395710146107,-0.024606181965123042,0.02688853244268887,0.11498595168910376,0.17144466928665184,0.007867,0.003681,0,0,0,-0.1587,10.8094,0.003929,0,0,Within synthetic screening pattern
LOT-021,LOT021-P077,9.4109,9.7334,10.0275,10.1527,10.239516000000002,3.666395710146107,-0.2260028828058446,-0.13804183727343314,-0.05782681869643391,-0.02367884070989784,0.013437,0.002912,0,0,0,-0.129,10.1708,0.004523,0,0,Within synthetic screening pattern
LOT-021,LOT021-P078,10.1824,10.4047,10.6338,10.8672,10.239516000000002,3.666395710146107,-0.015578242098075741,0.0450535111479867,0.10753994690450001,0.17119919660144517,0.009263,0.003212,0,0,0,-0.1554,10.8484,0.003964,0,0,Within synthetic screening pattern
LOT-021,LOT021-P079,9.3727,9.6313,9.9107,10.1219,10.239516000000002,3.666395710146107,-0.2364218345557302,-0.16588934967299662,-0.08968371828770717,-0.03207946149252795,0.010775,0.003407,0,0,0,-0.1412,10.0554,0.004064,0,0,Within synthetic screening pattern
LOT-021,LOT021-P080,10.1783,11.7673,17.0692,25.6823,10.239516000000002,3.666395710146107,-0.016696506552906217,0.4166991565509758,1.8627787451038207,4.211979617275027,0.066208,0.096632,0,1,1,0.0435,25.1782,0.089285,1,1,Dynamic lot outlier + projected drift above safety slope
LOT-021,LOT021-P081,46.108,58.2556,82.3116,115.443,10.239516000000002,3.666395710146107,9.783036757527361,13.096263413990997,19.657475542138876,28.693979678425823,0.50615,0.397135,1,1,1,0.271,114.2645,0.405693,1,1,Exceeds static 50 µA datasheet limit
LOT-021,LOT021-P082,10.421,10.5719,10.8516,11.0119,10.239516000000002,3.666395710146107,0.04949929422450839,0.09065688111083678,0.16694433672452827,0.21066574943412728,0.006288,0.003056,0,0,0,-0.144,11.0236,0.003587,0,0,Within synthetic screening pattern
LOT-021,LOT021-P083,9.0364,9.2065,9.39,9.6146,10.239516000000002,3.666395710146107,-0.3281467945946448,-0.28175245709057295,-0.23170330405120068,-0.17044423172072154,0.007087,0.002834,0,0,0,-0.1077,9.5889,0.003289,0,0,Within synthetic screening pattern
LOT-021,LOT021-P084,10.3241,10.5499,10.7922,11.0287,10.239516000000002,3.666395710146107,0.02307006845058388,0.0846564376946722,0.15074313950088408,0.21524790622465287,0.009408,0.003325,0,0,0,-0.1486,10.9989,0.004017,0,0,Within synthetic screening pattern
LOT-021,LOT021-P085,10.6641,10.8855,11.2386,11.3085,10.239516000000002,3.666395710146107,0.11580419397312622,0.176190474533982,0.2724975913634222,0.29156263658114506,0.009225,0.002938,0,0,0,-0.113,11.3091,0.003839,0,0,Within synthetic screening pattern
LOT-021,LOT021-P086,9.5021,10.8306,15.5183,21.582,10.239516000000002,3.666395710146107,-0.20112831737156248,0.1612166407363715,1.4397747590070242,3.0936333382159664,0.055354,0.074663,0,1,0,-0.0063,22.1076,0.075033,1,1,Projected 168h drift above safety slope
LOT-021,LOT021-P087,10.2828,10.4982,10.8121,11.0478,10.239516000000002,3.666395710146107,0.011805599673875143,0.070555395666686,0.15617081331823282,0.22045738209959567,0.008975,0.003817,0,0,0,-0.1497,10.9426,0.003927,0,0,Within synthetic screening pattern
LOT-021,LOT021-P088,9.9136,10.1354,10.297,10.5036,10.239516000000002,3.666395710146107,-0.0888927507464854,-0.028397371214426866,0.015678613151581505,0.07202823177792635,0.009242,0.002557,0,0,0,-0.1631,10.5805,0.00397,0,0,Within synthetic screening pattern
LOT-021,LOT021-P089,9.3096,9.5642,9.923,10.0668,10.239516000000002,3.666395710146107,-0.2536321972630021,-0.18419070209229835,-0.08632892492321527,-0.04710784477573983,0.010608,0.00349,0,0,0,-0.1378,10.007,0.004151,0,0,Within synthetic screening pattern
LOT-021,LOT021-P090,10.352,10.5665,10.9634,11.1896,10.239516000000002,3.666395710146107,0.030679721691992696,0.08918404499959644,0.19743749917576442,0.25913296739105596,0.008937,0.004327,0,0,0,-0.1478,11.0991,0.004447,0,0,Within synthetic screening pattern
LOT-021,LOT021-P091,9.904,11.6353,15.2673,22.7086,10.239516000000002,3.666395710146107,-0.09151112605535738,0.38069649605398886,1.3713151545771474,3.4009105906091905,0.072138,0.076898,0,1,1,0.0136,22.8664,0.077157,1,1,Dynamic lot outlier + projected drift above safety slope
LOT-021,LOT021-P092,10.0105,10.1962,10.487,10.7021,10.239516000000002,3.666395710146107,-0.062463524972560885,-0.011814327591572601,0.06750062447300212,0.12616859623741045,0.007737,0.003513,0,0,0,-0.1623,10.6908,0.004049,0,0,Within synthetic screening pattern
LOT-021,LOT021-P093,9.2912,9.5377,9.8365,9.93,10.239516000000002,3.666395710146107,-0.25865074993833964,-0.19141850893449663,-0.10992157744586233,-0.08441969292716302,0.010271,0.002724,0,0,0,-0.1385,9.9463,0.003899,0,0,Within synthetic screening pattern
LOT-021,LOT021-P094,9.045,9.1344,9.3122,9.3562,10.239516000000002,3.666395710146107,-0.3258011667137806,-0.30141754664991227,-0.2529230539501824,-0.24092216711785375,0.003725,0.00154,0,0,0,-0.0855,9.413,0.00219,0,0,Within synthetic screening pattern
LOT-021,LOT021-P095,9.8328,9.9736,10.3058,10.5167,10.239516000000002,3.666395710146107,-0.11093074292948958,-0.0725279050660371,0.018078790518047044,0.07560122308482421,0.005867,0.003772,0,0,0,-0.1612,10.4285,0.003546,0,0,Within synthetic screening pattern
LOT-021,LOT021-P096,10.7308,10.9306,11.2556,11.42,10.239516000000002,3.666395710146107,0.1339964474212252,0.18849138353711917,0.2771342976395492,0.32197397480397866,0.008325,0.003399,0,0,0,-0.1082,11.3602,0.003746,0,0,Within synthetic screening pattern
LOT-021,LOT021-P097,10.8773,11.0125,11.2349,11.46,10.239516000000002,3.666395710146107,0.1739539456243206,0.21082939789093136,0.2714884258797945,0.33288387192427804,0.005633,0.003108,0,0,0,-0.0974,11.3476,0.002799,0,0,Within synthetic screening pattern
LOT-021,LOT021-P098,10.4679,10.6214,10.9524,11.1273,10.239516000000002,3.666395710146107,0.06229114859805932,0.10415787879720693,0.19443727746768238,0.24214080262618998,0.006396,0.003513,0,0,0,-0.1404,11.1277,0.003927,0,0,Within synthetic screening pattern
LOT-021,LOT021-P099,10.3236,10.5795,10.8263,10.9822,10.239516000000002,3.666395710146107,0.022933694736580457,0.09272976156369361,0.16004382679593918,0.20256515082230517,0.010662,0.002797,0,0,0,-0.1443,11.014,0.00411,0,0,Within synthetic screening pattern
