component_id,lot_id,value_0h,value_24h,value_96h,value_168h,defect_type,is_defect,flag_static_limit,delta_24h,delta_96h,delta_168h,delta_late,drift_acceleration,z_value_168h,z_delta_24h,z_delta_168h,z_delta_late,max_lot_zscore,flag_dynamic_pat,iso_forest_score,flag_isolation_forest,flag_dynamic_ensemble,pred_value_168h,pred_drift_delta_168h,pred_safety_slope,flag_early_24h_rejection,flag_master_screened
COMP_00026,Lot_C,9.087,9.276,9.68,9.972,Healthy,0,0,0.18900000000000006,0.593,0.8849999999999998,0.2919999999999998,-0.1120000000000001,-1.2302547691818917,-0.7200000000000095,-0.9555285759251758,-0.5794920609587665,-0.5794920609587665,0,0.18610756040435383,0,0,10.048,0.961,0.00572,0,0
COMP_00027,Lot_A,9.595,9.754,10.159,10.542,Healthy,0,0,0.15899999999999892,0.5640000000000001,0.9469999999999992,0.3829999999999991,-0.022000000000002018,1.0829520047442724,-0.955000000000017,-0.5679922185066121,0.2071965078130659,1.0829520047442724,0,0.19037967174515708,0,0,10.554,0.959,0.00571,0,0
COMP_00028,Lot_B,13.969,14.189,14.409,14.744,Healthy,0,0,0.22000000000000064,0.4400000000000013,0.7750000000000004,0.3349999999999991,0.11499999999999844,0.502147011410567,-0.3599999999999959,-1.4946715230001097,-0.19949726688746383,0.502147011410567,0,0.12307697609718177,0,0,14.937,0.968,0.00576,0,0
COMP_00029,Lot_B,14.487,14.76,15.238,15.482,Healthy,0,0,0.2729999999999997,0.7509999999999994,0.9949999999999992,0.24399999999999977,-0.23399999999999999,1.0802819481047918,0.1699999999999946,-0.3075677863213251,-1.0639854233996946,1.0802819481047918,0,0.12219077944107148,0,0,15.449,0.962,0.00573,0,0
COMP_00030,Lot_A,7.567,7.819,8.098,8.526,Healthy,0,0,0.2519999999999998,0.5310000000000006,0.9589999999999996,0.42799999999999905,0.14899999999999824,-1.290125431738829,-0.02500000000000835,-0.5024546548327704,0.6039557780934142,0.6039557780934142,0,0.1318195811204006,0,0,8.727,1.16,0.0069,0,0
COMP_00031,Lot_B,12.069,12.317,12.54,12.851,Healthy,0,0,0.24799999999999933,0.4709999999999983,0.782,0.3110000000000017,0.08800000000000274,-0.9807926026303109,-0.08000000000000895,-1.4569000404694226,-0.4274941433302266,-0.08000000000000895,0,0.1504841453121193,0,0,13.074,1.005,0.00598,0,0
COMP_00032,Lot_A,7.551,7.616,8.131,8.645,Healthy,0,0,0.0649999999999995,0.5800000000000001,1.0939999999999994,0.5139999999999993,-0.0010000000000012221,-1.1500479441686462,-1.8950000000000111,0.2348429364979199,1.3622068279625281,1.3622068279625281,0,0.10087203173590226,0,0,8.656,1.105,0.00658,0,0
COMP_00033,Lot_A,9.404,9.708,10.108,10.539,Healthy,0,0,0.30400000000000027,0.7040000000000006,1.1349999999999998,0.43099999999999916,0.030999999999998806,1.0794206395114105,0.49499999999999655,0.45876294571687265,0.6304063961121051,1.0794206395114105,0,0.18712571645406184,0,0,10.459,1.055,0.00628,0,0
COMP_00034,Lot_C,11.101,11.362,11.67,11.97,Healthy,0,0,0.26099999999999923,0.5689999999999991,0.8689999999999998,0.3000000000000007,-0.007999999999999119,0.8147111449823521,-1.7763568394002505e-14,-1.037285031619309,-0.5034931021444935,0.8147111449823521,0,0.17972458579746048,0,0,12.155,1.054,0.00627,0,0
COMP_00035,Lot_C,11.532,12.717,17.23,31.558,Latent Defect,1,0,1.1850000000000005,5.698,20.026,14.328,9.815,20.863155752914874,9.239999999999995,96.85074132666226,132.76068117866836,132.76068117866836,1,-0.06930489996200795,1,1,38.542,27.01,0.16077,1,1
COMP_00036,Lot_C,9.618,9.951,10.368,10.824,Healthy,0,0,0.3330000000000002,0.75,1.2059999999999995,0.4559999999999995,0.0389999999999997,-0.35822726224098306,0.7199999999999918,0.6847103164383653,0.9784865947336536,0.9784865947336536,0,0.17695240688305935,0,0,10.754,1.136,0.00676,0,0
COMP_00037,Lot_A,8.079,8.172,8.563,8.947,Healthy,0,0,0.09299999999999997,0.484,0.8679999999999986,0.38399999999999856,-0.0070000000000014495,-0.7945571773938964,-1.6150000000000064,-0.9994478460260572,0.21601338048595767,0.21601338048595767,0,0.12697533733632388,0,0,9.04,0.961,0.00572,0,0
COMP_00038,Lot_A,8.71,8.859,9.267,9.885,Healthy,0,0,0.14899999999999913,0.5569999999999986,1.174999999999999,0.6180000000000003,0.21000000000000085,0.30958301874754734,-1.0550000000000148,0.6772214912963321,2.2791615859437875,2.2791615859437875,0,0.1175671558316459,0,0,9.704,0.994,0.00592,0,0
COMP_00039,Lot_B,11.643,11.946,12.145,12.581,Healthy,0,0,0.30299999999999905,0.5019999999999989,0.9379999999999988,0.43599999999999994,0.2370000000000001,-1.1923053843477114,0.4699999999999882,-0.6151355726426502,0.7599895881426101,0.7599895881426101,0,0.13721946867882406,0,0,12.765,1.122,0.00668,0,0
COMP_00040,Lot_B,12.018,12.301,12.596,12.975,Healthy,0,0,0.2829999999999995,0.5779999999999994,0.956999999999999,0.37899999999999956,0.08399999999999963,-0.8836533991749135,0.26999999999999247,-0.5126129772022086,0.21849700659098523,0.26999999999999247,0,0.17198004424701063,0,0,13.057,1.039,0.00618,0,0
COMP_00041,Lot_A,7.773,7.966,8.469,8.776,Healthy,0,0,0.1930000000000005,0.6959999999999997,1.0030000000000001,0.3070000000000004,-0.19599999999999884,-0.9958449956670159,-0.6150000000000011,-0.2621502546953572,-0.4628858153270678,-0.2621502546953572,0,0.16180635728632325,0,0,8.892,1.119,0.00666,0,0
COMP_00042,Lot_B,13.418,13.653,14.111,14.506,Healthy,0,0,0.2350000000000012,0.6930000000000014,1.088000000000001,0.3949999999999996,-0.06300000000000061,0.3157024112300448,-0.2099999999999902,0.194253338729264,0.37049492421951064,0.37049492421951064,0,0.1651942373073067,0,0,14.49,1.072,0.00638,0,0
COMP_00043,Lot_A,8.22,8.39,8.776,9.246,Healthy,0,0,0.16999999999999993,0.5559999999999992,1.0259999999999998,0.47000000000000064,0.0840000000000014,-0.4425977758520064,-0.8450000000000069,-0.13653659098716703,0.9742644303550873,0.9742644303550873,0,0.16541627730542335,0,0,9.258,1.038,0.00618,0,0
COMP_00044,Lot_C,10.105,10.287,10.785,11.182,Healthy,0,0,0.18200000000000038,0.6799999999999997,1.077,0.39700000000000024,-0.10099999999999909,0.008188051708366251,-0.7900000000000063,0.025548892404420542,0.4179942734784595,0.4179942734784595,0,0.19137774082130476,0,0,11.124,1.019,0.00607,0,0
COMP_00045,Lot_A,8.916,9.088,9.456,9.738,Healthy,0,0,0.17199999999999882,0.5399999999999991,0.8219999999999992,0.28200000000000003,-0.0860000000000003,0.1365461223373209,-0.8250000000000179,-1.2506751734424375,-0.683307632149487,0.1365461223373209,0,0.17712997006042697,0,0,9.888,0.972,0.00579,0,0
COMP_00046,Lot_B,12.603,12.896,13.382,13.769,Healthy,0,0,0.29300000000000104,0.7789999999999999,1.1660000000000004,0.38700000000000045,-0.09899999999999842,-0.26164914479115314,0.3700000000000081,0.6151355726426502,0.29449596540525635,0.6151355726426502,0,0.16834347257178917,0,0,13.722,1.119,0.00666,0,0
COMP_00047,Lot_A,9.583,10.921,20.208,35.249,Latent Defect,1,0,1.3379999999999992,10.624999999999998,25.666000000000004,15.041000000000004,5.754000000000005,30.166098940849427,10.834999999999985,134.43392748596276,129.4449161471321,134.43392748596276,1,-0.029758905476512054,1,1,37.497,27.914,0.16615,1,1
COMP_00048,Lot_B,12.214,12.443,12.993,13.34,Healthy,0,0,0.2289999999999992,0.7789999999999999,1.1259999999999994,0.34699999999999953,-0.20300000000000118,-0.5977194535199103,-0.27000000000001023,0.39929852961013784,-0.08549882866606558,0.39929852961013784,0,0.16639482762683533,0,0,13.237,1.023,0.00609,0,0
COMP_00049,Lot_B,12.278,12.47,12.911,13.35,Healthy,0,0,0.19200000000000017,0.6329999999999991,1.0719999999999992,0.43900000000000006,-0.0019999999999988916,-0.5898856467896364,-0.6400000000000006,0.10791852151625139,0.7884891976979597,0.7884891976979597,0,0.17126900454387978,0,0,13.279,1.001,0.00596,0,0
COMP_00050,Lot_A,9.773,10.006,10.451,10.68,Healthy,0,0,0.23300000000000054,0.6780000000000008,0.907,0.2289999999999992,-0.21600000000000108,1.2453948054559132,-0.21500000000000075,-0.7864507640860716,-1.1506018838130163,1.2453948054559132,0,0.18966781519349024,0,0,10.874,1.101,0.00655,0,0
COMP_00051,Lot_C,11.745,11.883,12.474,12.787,Healthy,0,0,0.1379999999999999,0.729000000000001,1.0420000000000016,0.3130000000000006,-0.27800000000000047,1.6509159256991621,-1.230000000000011,-0.15329335442648695,-0.3799947940713146,1.6509159256991621,0,0.15525145922196998,0,0,12.764,1.019,0.00607,0,0
COMP_00052,Lot_C,9.461,9.622,10.361,10.733,Healthy,0,0,0.1609999999999996,0.9000000000000004,1.2720000000000002,0.3719999999999999,-0.3670000000000009,-0.45136635042363804,-1.0000000000000142,1.0219556961766674,0.18049752718387949,1.0219556961766674,0,0.15593828052778308,0,0,10.394,0.933,0.00555,0,0
COMP_00053,Lot_C,10.019,10.34,10.712,11.062,Healthy,0,0,0.32099999999999973,0.6929999999999996,1.0429999999999993,0.34999999999999964,-0.02200000000000024,-0.1146327239171148,0.5999999999999872,-0.14818357594561554,-0.028499609555350282,0.5999999999999872,0,0.19165799710714942,0,0,11.124,1.105,0.00658,0,0
COMP_00054,Lot_C,10.051,10.26,10.854,11.182,Healthy,0,0,0.20899999999999963,0.802999999999999,1.1310000000000002,0.3280000000000012,-0.26599999999999824,0.008188051708366251,-0.5200000000000138,0.30147693037212064,-0.23749674629456316,0.30147693037212064,0,0.180557966508119,0,0,11.124,1.073,0.00639,0,0
COMP_00055,Lot_B,11.292,11.517,11.997,12.258,Healthy,0,0,0.22499999999999964,0.7050000000000001,0.9659999999999993,0.26099999999999923,-0.2190000000000012,-1.4453373417355637,-0.3100000000000058,-0.4640496425198925,-0.9024876359193917,-0.3100000000000058,0,0.17552923980190704,0,0,12.432,1.14,0.00679,0,0
COMP_00056,Lot_C,9.267,9.473,10.07,10.371,Healthy,0,0,0.2060000000000013,0.8030000000000008,1.104000000000001,0.30100000000000016,-0.2959999999999994,-0.8218756902271696,-0.5499999999999972,0.16351291138827515,-0.4939932322927157,0.16351291138827515,0,0.18250417859382845,0,0,10.284,1.017,0.00605,0,0
COMP_00057,Lot_A,9.643,9.844,10.333,10.638,Healthy,0,0,0.20099999999999874,0.6899999999999995,0.9949999999999992,0.3049999999999997,-0.18400000000000105,1.1959556921958487,-0.5350000000000188,-0.3058419638112549,-0.48051956067286694,1.1959556921958487,0,0.19448566750319035,0,0,10.741,1.098,0.00654,0,0
COMP_00058,Lot_A,9.103,9.264,9.803,10.164,Healthy,0,0,0.1609999999999996,0.7000000000000011,1.061,0.3609999999999989,-0.1780000000000026,0.6379999854036907,-0.9350000000000103,0.05461463639486487,0.013225309009337634,0.6379999854036907,0,0.1888161776296141,0,0,10.035,0.932,0.00555,0,0
COMP_00059,Lot_A,7.988,8.225,8.859,9.223,Healthy,0,0,0.2369999999999992,0.8709999999999996,1.2350000000000003,0.36400000000000077,-0.2699999999999996,-0.4696715759706128,-0.17500000000001403,1.004909309665536,0.039675927028044226,1.004909309665536,0,0.1577845000272982,0,0,9.072,1.084,0.00645,0,0
COMP_00060,Lot_A,7.938,8.091,8.602,8.972,Healthy,0,0,0.15299999999999958,0.6640000000000006,1.0339999999999998,0.3699999999999992,-0.1410000000000018,-0.7651291337867147,-1.0150000000000103,-0.09284488187127415,0.09257716306541043,0.09257716306541043,0,0.1690929949725823,0,0,8.978,1.04,0.00619,0,0
COMP_00061,Lot_B,13.765,13.898,14.207,14.672,Healthy,0,0,0.13299999999999912,0.44200000000000017,0.907,0.46499999999999986,0.1559999999999988,0.4457436029525944,-1.230000000000011,-0.782409280992837,1.0354858138443113,1.0354858138443113,0,0.1071122298481485,0,0,14.726,0.961,0.00572,0,0
COMP_00062,Lot_A,8.765,9.058,9.392,9.644,Healthy,0,0,0.29299999999999926,0.6269999999999989,0.8789999999999996,0.25200000000000067,-0.08199999999999896,0.025896678374319842,0.38499999999998646,-0.939371745991699,-0.9478138123363806,0.38499999999998646,0,0.17676557367011236,0,0,9.797,1.032,0.00614,0,0
COMP_00063,Lot_C,10.892,11.225,11.545,11.767,Healthy,0,0,0.3330000000000002,0.6530000000000005,0.875,0.22199999999999953,-0.09800000000000075,0.6069393328825805,0.7199999999999918,-1.0066263607340078,-1.244482950583584,0.7199999999999918,0,0.16211469905082304,0,0,11.998,1.106,0.00658,0,0
COMP_00064,Lot_B,12.881,13.067,13.418,13.643,Healthy,0,0,0.18599999999999994,0.536999999999999,0.7620000000000005,0.22500000000000142,-0.12599999999999767,-0.3603551095926058,-0.7000000000000028,-1.564818561985674,-1.2444829505835528,-0.3603551095926058,0,0.14362233527622248,0,0,13.803,0.922,0.00549,0,0
COMP_00065,Lot_A,8.125,9.094,16.951,35.697,Latent Defect,1,0,0.9689999999999994,8.826,27.572000000000003,18.746000000000002,10.889000000000001,30.693449482290116,7.144999999999988,144.84347718282422,162.11142940021415,162.11142940021415,1,-0.05506633895761004,1,1,37.552,29.427,0.17516,1,1
COMP_00066,Lot_B,12.939,13.228,13.48,13.831,Healthy,0,0,0.2889999999999997,0.5410000000000004,0.8919999999999995,0.3509999999999991,0.09899999999999842,-0.21307954306345447,0.32999999999999474,-0.8633481721300303,-0.04749934925893844,0.32999999999999474,0,0.1585683891244839,0,0,13.905,0.966,0.00575,0,0
COMP_00067,Lot_A,10.161,10.381,10.93,11.361,Healthy,0,0,0.22000000000000064,0.7690000000000001,1.200000000000001,0.43100000000000094,-0.11799999999999855,2.047014713315533,-0.34499999999999975,0.8137580822835089,0.6304063961121208,2.047014713315533,0,0.18341372433307468,0,0,11.182,1.021,0.00608,0,0
COMP_00068,Lot_C,10.779,11.042,11.56,11.98,Healthy,0,0,0.2629999999999999,0.7810000000000006,1.2010000000000005,0.41999999999999993,-0.09800000000000075,0.8249462096178085,0.019999999999988916,0.6591614240339538,0.6364912800694671,0.8249462096178085,0,0.1826480824594099,0,0,11.771,0.992,0.0059,0,0
COMP_00069,Lot_A,9.008,9.169,9.414,9.609,Healthy,0,0,0.16100000000000136,0.4060000000000006,0.6010000000000009,0.19500000000000028,-0.049999999999998934,-0.015302582675734169,-0.9349999999999925,-2.4576586377689678,-1.4503755546914927,-0.015302582675734169,0,0.1261003706304194,0,0,9.925,0.917,0.00546,0,0
COMP_00070,Lot_C,9.757,10.054,10.372,10.814,Healthy,0,0,0.2970000000000006,0.6150000000000002,1.0570000000000004,0.44200000000000017,0.12400000000000055,-0.36846232687643954,0.3599999999999959,-0.07664667721324347,0.8454884168086969,0.8454884168086969,0,0.18048674051844854,0,0,10.887,1.13,0.00673,0,0
COMP_00071,Lot_C,9.548,9.759,10.108,10.27,Healthy,0,0,0.2110000000000003,0.5600000000000005,0.7219999999999995,0.16199999999999903,-0.18700000000000117,-0.9252498430452828,-0.5000000000000071,-1.7884224683091567,-1.8144751416905727,-0.5000000000000071,0,0.1578468249068803,0,0,10.567,1.019,0.00607,0,0
COMP_00072,Lot_A,8.683,9.07,9.513,9.678,Healthy,0,0,0.38700000000000045,0.8300000000000001,0.995000000000001,0.16500000000000092,-0.2779999999999987,0.06591881768008725,1.3249999999999984,-0.30584196381124523,-1.7148817348783862,1.3249999999999984,0,0.14250337561257892,0,0,9.788,1.105,0.00658,0,0
COMP_00073,Lot_A,9.124,9.244,9.549,9.875,Healthy,0,0,0.11999999999999922,0.42499999999999893,0.7509999999999994,0.3260000000000005,0.021000000000000796,0.29781180130467505,-1.345000000000014,-1.6384390918459848,-0.29536523454203045,0.29781180130467505,0,0.1490953368044396,0,0,10.03,0.906,0.00539,0,0
COMP_00074,Lot_C,10.111,10.28,10.697,11.118,Healthy,0,0,0.1689999999999987,0.5859999999999985,1.0069999999999997,0.42100000000000115,0.004000000000001336,-0.057316361958556494,-0.920000000000023,-0.3321356012574126,0.6459911499212618,0.6459911499212618,0,0.18634265310260034,0,0,11.124,1.013,0.00603,0,0
COMP_00075,Lot_C,10.767,12.217,24.581,44.606,Latent Defect,1,0,1.450000000000001,13.814,33.839,20.025000000000002,7.661000000000003,34.21786808925874,11.89,167.4321114831034,186.88143972427653,186.88143972427653,1,-0.0711646985598674,1,1,39.759,28.992,0.17257,1,1
COMP_00076,Lot_C,9.805,10.124,10.63,11.03,Healthy,0,0,0.31900000000000084,0.8250000000000011,1.2249999999999996,0.3999999999999986,-0.10600000000000165,-0.14738493075057618,0.5799999999999983,0.7817961075751488,0.44649388303379295,0.7817961075751488,0,0.180110281544759,0,0,10.913,1.108,0.0066,0,0
COMP_00077,Lot_C,10.159,10.337,10.663,11.003,Healthy,0,0,0.17799999999999905,0.5039999999999996,0.8439999999999994,0.33999999999999986,0.013999999999999346,-0.17501960526630841,-0.8300000000000196,-1.1650294936413934,-0.12349830807317892,-0.12349830807317892,0,0.17679872248479117,0,0,11.124,0.965,0.00574,0,0
COMP_00078,Lot_A,8.619,8.815,9.316,9.874,Healthy,0,0,0.19599999999999973,0.697000000000001,1.2550000000000008,0.5579999999999998,0.05699999999999861,0.29663467956038847,-0.5850000000000088,1.1141385824552705,1.7501492255699846,1.7501492255699846,0,0.15096174906608284,0,0,9.674,1.055,0.00628,0,0
COMP_00079,Lot_B,11.081,11.378,11.82,12.215,Healthy,0,0,0.2970000000000006,0.7390000000000008,1.1340000000000003,0.3949999999999996,-0.0470000000000006,-1.4790227106757414,0.4100000000000037,0.44246593821664415,0.37049492421951064,0.44246593821664415,0,0.17850626493539568,0,0,12.224,1.143,0.0068,0,0
COMP_00080,Lot_A,8.155,8.394,8.859,9.179,Healthy,0,0,0.23900000000000077,0.7040000000000006,1.024000000000001,0.3200000000000003,-0.14499999999999957,-0.5214649327192525,-0.15499999999999847,-0.14745951826613418,-0.3482664705794123,-0.14745951826613418,0,0.18470497866936653,0,0,9.25,1.095,0.00652,0,0
COMP_00081,Lot_C,8.632,22.93,50.848,116.073,Gross Failure,1,1,14.298,42.216,107.44099999999999,65.225,37.306999999999995,107.36480451947692,140.36999999999998,543.5220272330768,616.2755570248711,616.2755570248711,1,-0.20904345680088876,1,1,108.876,100.244,0.59669,1,1
COMP_00082,Lot_B,10.948,11.28,11.782,12.175,Healthy,0,0,0.33199999999999896,0.8339999999999996,1.2270000000000003,0.3930000000000007,-0.10899999999999999,-1.510357937596837,0.7599999999999874,0.9442870632672237,0.3514951845159555,0.9442870632672237,0,0.16692312626506212,0,0,12.067,1.119,0.00666,0,0
COMP_00083,Lot_A,6.769,6.992,7.581,7.879,Healthy,0,0,0.22299999999999986,0.8120000000000003,1.1099999999999994,0.29799999999999915,-0.29100000000000126,-2.051723200292682,-0.3150000000000075,0.3222263547297056,-0.5422376693831484,0.3222263547297056,0,0.07325922747468977,0,0,8.256,1.487,0.00885,0,0
COMP_00084,Lot_A,7.638,7.837,8.278,8.543,Healthy,0,0,0.19899999999999984,0.6400000000000006,0.9049999999999994,0.2649999999999988,-0.17600000000000193,-1.2701143620859463,-0.5550000000000077,-0.7973736913650484,-0.8331944675887408,-0.5550000000000077,0,0.15116206763127665,0,0,8.768,1.13,0.00673,0,0
